,date,txn_count
2161,2018-03-12,740568
2162,2018-03-13,716253
2163,2018-03-14,776246
2164,2018-03-15,970963
2165,2018-03-16,889907
2166,2018-03-17,914079
2167,2018-03-18,880752
2168,2018-03-19,718278
2169,2018-03-20,661731
2170,2018-03-21,659568
2171,2018-03-22,669561
2172,2018-03-23,812118
2173,2018-03-24,855561
2174,2018-03-25,833864
2175,2018-03-26,691828
2176,2018-03-27,650674
2177,2018-03-28,669220
2178,2018-03-29,713133
2179,2018-03-30,862048
2180,2018-03-31,788741
2181,2018-04-01,695820
2182,2018-04-02,751272
2183,2018-04-03,812099
2184,2018-04-04,737800
2185,2018-04-05,756832
2186,2018-04-06,874784
2187,2018-04-07,917449
2188,2018-04-08,898254
2189,2018-04-09,729936
2190,2018-04-10,670811
2191,2018-04-11,676730
2192,2018-04-12,720848
2193,2018-04-13,917480
2194,2018-04-14,941230
2195,2018-04-15,899494
2196,2018-04-16,738062
2197,2018-04-17,692900
2198,2018-04-18,698814
2199,2018-04-19,740558
2200,2018-04-20,934418
2201,2018-04-21,936735
2202,2018-04-22,875480
2203,2018-04-23,733373
2204,2018-04-24,695586
2205,2018-04-25,723313
2206,2018-04-26,765651
2207,2018-04-27,939806
2208,2018-04-28,951264
2209,2018-04-29,925416
2210,2018-04-30,841804
2211,2018-05-01,870208
2212,2018-05-02,815376
2213,2018-05-03,809961
2214,2018-05-04,939404
2215,2018-05-05,961052
2216,2018-05-06,891202
2217,2018-05-07,752977
2218,2018-05-08,711911
2219,2018-05-09,722939
2220,2018-05-10,750000
2221,2018-05-11,854072
2222,2018-05-12,819661
2223,2018-05-13,717491
2224,2018-05-14,663569
2225,2018-05-15,723351
2226,2018-05-16,691737
2227,2018-05-17,706814
2228,2018-05-18,827497
2229,2018-05-19,792566
2230,2018-05-20,765235
2231,2018-05-21,674709
2232,2018-05-22,652419
2233,2018-05-23,643122
2234,2018-05-24,679105
2235,2018-05-25,797849
2236,2018-05-26,760264
2237,2018-05-27,712018
2238,2018-05-28,707619
2239,2018-05-29,703945
2240,2018-05-30,689210
2241,2018-05-31,773339
2242,2018-06-01,943075
2243,2018-06-02,862263
2244,2018-06-03,803527
2245,2018-06-04,707824
2246,2018-06-05,664004
2247,2018-06-06,642902
2248,2018-06-07,679152
2249,2018-06-08,800817
2250,2018-06-09,817635
2251,2018-06-10,779823
2252,2018-06-11,669415
2253,2018-06-12,640080
2254,2018-06-13,653568
2255,2018-06-14,696250
2256,2018-06-15,881846
2257,2018-06-16,823824
2258,2018-06-17,728559
2259,2018-06-18,652850
2260,2018-06-19,637155
2261,2018-06-20,639479
2262,2018-06-21,635903
2263,2018-06-22,807890
2264,2018-06-23,810640
2265,2018-06-24,784302
2266,2018-06-25,674638
2267,2018-06-26,636021
2268,2018-06-27,641654
2269,2018-06-28,679067
2270,2018-06-29,882563
2271,2018-06-30,854318
2272,2018-07-01,850881
2273,2018-07-02,773978
2274,2018-07-03,733511
2275,2018-07-04,709436
2276,2018-07-05,712138
2277,2018-07-06,793326
2278,2018-07-07,784669
2279,2018-07-08,752577
2280,2018-07-09,668243
2281,2018-07-10,640975
2282,2018-07-11,631326
2283,2018-07-12,658501
2284,2018-07-13,847928
2285,2018-07-14,842175
2286,2018-07-15,840700
2287,2018-07-16,709734
2288,2018-07-17,243695
